"CU_ID","Species","Stock","DataType","Year","SpnForAbd_Wild","SpnForTrend_Wild","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","GenAvgSpnForAbd","IntStatusRaw","IntStatusRaw_Short","IntStatus_Short","RapidStatus","BinLabel","BinPath","RapidScore","LongTrendCat","PercChangeCat","ProbDeclBelowLBMCat","PercentileCat","RelAbdCat","AbsAbdCat","RelAbd_LBM","RelAbd_UBM","SpnForAbd_Total","SpnForTrend_Total","ConfidenceRating","IntStatus5","IntStatus3","IntStatus2"
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2007,4126,2374,NA,NA,2824,1240.1077,0,0.9636,NA,NA,8767.39341263595,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,"Green",NA,NA,NA,NA,4126,2374,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2008,1459,788,NA,NA,2160,588.5893,0.0333,0.9107,NA,NA,4682.16663316424,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,"Green",NA,NA,NA,NA,1459,788,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2009,5489,3177,NA,NA,1772,248.9144,1,0.9123,NA,NA,5013.37338248745,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,"Green",NA,NA,NA,NA,5489,3177,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2010,9554,5420,NA,NA,1305,92.4416,7.2,0.8966,NA,NA,4215.17632020414,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,"Green",NA,NA,NA,NA,9554,5420,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2011,5455,2622,NA,NA,1046,-2.6877,31.4667,0.8644,NA,NA,4519.93436779915,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,"Green",NA,NA,NA,NA,5455,2622,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2012,1621,906,NA,NA,962,-46.3426,79.4667,0.85,NA,NA,4640.49233199873,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Red",NA,"Green",NA,NA,NA,NA,1621,906,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2013,5507,3398,NA,NA,957,-64.6049,98.4,0.8361,NA,NA,4644.29203776912,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Red",NA,"Green",NA,NA,NA,NA,5507,3398,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2014,4710,2831,NA,NA,887,-74.0747,100,0.8226,NA,NA,3891.60218306242,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,"Green","Red",NA,"Green",NA,NA,NA,NA,4710,2831,"Moderate",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2015,6315,3725,NA,NA,864,-71.9503,99.9667,0.8254,NA,NA,4036.66852482257,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,"Green","Red",NA,"Green",NA,NA,NA,NA,6315,3725,"Moderate",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2016,2745,1356,NA,NA,867,-61.2387,99,0.8125,NA,NA,4604.82279177759,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Red",NA,"Green",NA,NA,NA,NA,2745,1356,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2017,5068,2924,NA,NA,837,-47.7786,92.9667,0.8,NA,NA,4510.17407491925,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Red",NA,"Green",NA,NA,NA,NA,5068,2924,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2018,892,476,NA,NA,708,-40.3411,88.8667,0.7727,NA,NA,2975.28992105591,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Red",NA,"Green",NA,NA,NA,NA,892,476,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2019,47,23,NA,NA,483,-59.6867,92.2,0.7313,NA,NA,873.897338790824,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Red",NA,"Green",NA,NA,NA,NA,47,23,"Low",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2020,142,68,NA,NA,261,-82.5917,98.8,0.6765,NA,NA,416.770446965963,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,"Green","Red",NA,"Green",NA,NA,NA,NA,142,68,"Moderate",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2021,1725,930,NA,NA,129,-91.4418,99.6333,0.5942,NA,NA,318.335475254833,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,"Green","Red",NA,"Green",NA,NA,NA,NA,1725,930,"Moderate",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2022,1133,625,NA,NA,70,-95.3419,100,0.5714,NA,NA,337.949106767169,NA,NA,NA,"Red","Node17","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,"Amber","Red",NA,"Green",NA,NA,NA,NA,1133,625,"Moderate",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2023,979,463,NA,NA,72,-95.6076,100,0.5211,NA,NA,721.975585090047,NA,NA,NA,"Red","Node17","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,"Amber","Red",NA,"Green",NA,NA,NA,NA,979,463,"Moderate",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,327,1099,NA,NA,NA,NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,327,1099,NA,NA,NA,NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,327,1099,NA,NA,NA,NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",1998,5460,5460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,327,1099,5460,5460,NA,NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",1999,4096,4096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,327,1099,4096,4096,NA,NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2000,2719,2719,12.0255841062085,3.93236600273017,NA,NA,NA,NA,3.57813103069169,0.393236600273017,3932.36600273017,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,2719,2719,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2001,5971,5971,12.3896105813323,4.05140266009567,NA,NA,NA,NA,3.6864446406694,0.405140266009567,4051.40266009567,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,5971,5971,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2002,3817,3817,12.1016631521037,3.9572438507379,NA,NA,NA,NA,3.60076783506634,0.39572438507379,3957.2438507379,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,3817,3817,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2003,4552,4552,14.3695359146151,4.69883824407914,NA,NA,NA,NA,4.27555800189185,0.469883824407914,4698.83824407914,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,4552,4552,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2004,5872,5872,14.2896766225245,4.67272425556552,NA,NA,NA,NA,4.25179641088764,0.467272425556552,4672.72425556552,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,5872,5872,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2005,2269,2269,12.015075737285,3.9289297660922,NA,NA,NA,NA,3.57500433675359,0.39289297660922,3928.9297660922,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,2269,2269,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2006,1605,1605,8.48823589614779,2.77565313804033,NA,NA,NA,NA,2.52561705008219,0.277565313804033,2775.65313804033,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,1605,1605,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2007,2739,2739,6.58293301054364,2.15261909444777,NA,NA,NA,NA,1.95870709230916,0.215261909444777,2152.61909444777,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,2739,2739,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2008,1138,1138,5.23024489628417,1.71029008108492,NA,NA,NA,NA,1.55622391363505,0.171029008108492,1710.29008108492,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,NA,NA,NA,"Green","Amber",327,1099,1138,1138,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2009,2308,2308,5.90349156349227,1.93044174126197,NA,-60.7627,99.0667,NA,1.75654389559779,0.193044174126197,1930.44174126197,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,"Red",NA,NA,"Green","Amber",327,1099,2308,2308,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2010,2227,2227,5.51000096863127,1.80177031674243,NA,-66.4414,99.9,NA,1.63946343652632,0.180177031674243,1801.77031674243,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,"Red",NA,NA,"Green","Amber",327,1099,2227,2227,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2011,3189,3189,7.76823629640915,2.54021326892579,NA,-62.1601,98.9667,NA,2.31138604997797,0.254021326892579,2540.21326892579,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,NA,"Red",NA,NA,"Green","Amber",327,1099,3189,3189,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2012,5134,5134,10.1405718733152,3.31596700257407,104,-49.6588,87.9667,NA,3.01725841908468,0.331596700257407,3315.96700257407,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,NA,"Green","Amber",327,1099,5134,5134,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2013,5398,5398,13.6217634826768,4.45431665883533,135,-12.61,35.1667,NA,4.0530633838356,0.445431665883533,4454.31665883533,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,NA,"Green","Amber",327,1099,5398,5398,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2014,1048,1048,9.4001674448519,3.07385475446657,100,28.2623,7.2333,0.5333,2.79695610051553,0.307385475446657,3073.85475446657,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Green","Amber",327,1099,1048,1048,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2015,352,352,3.84737503673323,1.25809163701176,46,13.5268,16.7,0.375,1.14476036124819,0.125809163701176,1258.09163701176,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,"Red","Green",NA,"Amber","Green","Amber",327,1099,352,352,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2016,1160,1160,2.30447972997789,0.75356487170277,29,-28.2669,53.8667,0.1176,0.685682321840555,0.075356487170277,753.56487170277,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,"Red","Red",NA,"Red","Amber","Red",327,1099,1160,1160,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2017,1657,1657,2.68468478209766,0.877891923745936,34,-52.4394,77.8333,0.1111,0.798809757730606,0.0877891923745936,877.891923745936,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,"Red","Red",NA,"Red","Amber","Red",327,1099,1657,1657,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2018,4916,4916,6.46521598384878,2.11412562671855,80,-51.7874,76.9667,0.1053,1.92368118900687,0.211412562671855,2114.12562671855,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,"Red","Green","Amber",327,1099,4916,4916,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2019,3259,3259,9.12273714634049,2.98313504685334,112,-38.9177,63.2333,0.2,2.71440859586291,0.298313504685334,2983.13504685334,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,"Red","Green","Amber",327,1099,3259,3259,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2020,5311,5311,13.4506444457843,4.39836073377147,161,-18.9146,45.4667,0.5238,4.00214807440534,0.439836073377147,4398.36073377147,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Amber",NA,"Green","Green","Amber",327,1099,5311,5311,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2021,2372,2372,10.5497952156548,3.4497830355191,127,10.4583,29.4333,0.6364,3.13902005051784,0.34497830355191,3449.7830355191,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Green","Amber",327,1099,2372,2372,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2022,6420,6420,13.2249564955487,4.32456077404444,154,89.2287,11.3333,0.7391,3.93499615472651,0.432456077404444,4324.56077404444,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Green","Amber",327,1099,6420,6420,"High",NA,NA,NA
"Case6","Coho","CU6_Coho","Abs_Abd",2023,5790,5790,13.6111558315392,4.45084795691331,154,279.7973,0.7333,0.7083,4.04990714914769,0.445084795691331,4450.84795691331,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Green","Amber",327,1099,5790,5790,"High",NA,NA,NA
