CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr,UseYear,Group,New_Group
Case1,Sockeye_CU_A,Sockeye,1950,3597.1268,1917,3597.1268,1917,45539,45539,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1951,6770.2656,3364,6770.2656,3364,47645,47645,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1952,10354.071,5116,10354.071,5116,51177,51177,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1953,6259.968,3600,6259.968,3600,32124,32124,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1954,9918.084,5352,9918.084,5352,50257,50257,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1955,4657.443,2905,4657.443,2905,60357,60357,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1956,8476.706,5179,8476.706,5179,25364,25364,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1957,6811.98,3314,6811.98,3314,20943,20943,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1958,10111.86,6235,10111.86,6235,23103,23103,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1959,9825.083,5232,9825.083,5232,23584,23584,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1960,5242.863,2252,5242.863,2252,16764,16764,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1961,5477.043,3014,5477.043,3014,24293,24293,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1962,7212.5562,4197,7212.5562,4197,40549,40549,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1963,4931.944,2693,4931.944,2693,9355,9355,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1964,4959.566,2666,4959.566,2666,48511,48511,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1965,4327.4592,2669,4327.4592,2669,20553,20553,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1966,5492.8468,2666,5492.8468,2666,23219,23219,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1967,641.0348,358,641.0348,358,9621,9621,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1968,7506.592,3455,7506.592,3455,106299,106299,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1969,4851.5194,2577,4851.5194,2577,13989,13989,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1970,2206.459,1205,2206.459,1205,8823,8823,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1971,422.127,223,422.127,223,11686,11686,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1972,7916.9968,4507,7916.9968,4507,57734,57734,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1973,2425.7732,1345,2425.7732,1345,9339,9339,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1974,2342.7273,1479,2342.7273,1479,12017,12017,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1975,2542.2096,1391,2542.2096,1391,6429,6429,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1976,8628.607,3976,8628.607,3976,19870,19870,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1977,359.8961,198,359.8961,198,5917,5917,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1978,2493,1343,2493,1343,18450,18450,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1979,1472.8524,693,1472.8524,693,3039,3039,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1980,5118.9264,2056,5118.9264,2056,51611,51611,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1981,639.2045,312,639.2045,312,8610,8610,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1982,2992,1533,2992,1533,3742,3742,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1983,2780,1821,2780,1821,4051,4051,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1984,14408.0214,6701,14408.0214,6701,46730,46730,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1985,3265.4688,1922,3265.4688,1922,4421,4421,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1986,2041.5775,1080,2041.5775,1080,3013,3013,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1987,1387.4632,723,1387.4632,723,3820,3820,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1988,19013.2878,9207,19013.2878,9207,50087,50087,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1989,1634.9769,925,1634.9769,925,11292,11292,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1990,630,412,630,412,2544,2544,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1991,464,264,464,264,1461,1461,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1992,8224.4696,4112,8224.4696,4112,67345,67345,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1993,5036.4013,2934,5036.4013,2934,33113,33113,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1994,1641.4656,800,1641.4656,800,27483,27483,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1995,1021.28,682,1021.28,682,27229,27229,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1996,39612.5184,21381,39612.5184,21381,111999,111999,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1997,5024.2878,2367,5024.2878,2367,51264,51264,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1998,6746.6854,3585,6746.6854,3585,16230,16230,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,1999,6676.1114,3499,6676.1114,3499,61057,61057,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2000,57395.6136,27668,57395.6136,27668,115343,115343,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2001,30015.1528,16025,30015.1528,16025,95700,95700,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2002,17755.4754,8402,17755.4754,8402,42788,42788,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2003,9458.684,4890,9458.684,4890,8369,8369,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2004,5580.1395,3244,5580.1395,3244,47985,47985,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2005,26400.4424,16967,26400.4424,16967,8895,8895,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2006,5977.6539,3442,5977.6539,3442,16829,16829,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2007,13813.3272,8064,13813.3272,8064,10715,10715,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2008,7285.2406,3562,7285.2406,3562,18576,18576,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2009,11098.2984,6039,11098.2984,6039,35109,35109,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2010,4607.1,2389,4607.1,2389,43534,43534,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2011,8054.4556,4430,8054.4556,4430,23260,23260,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2012,3217.9651,1710,3217.9651,1710,21033,21033,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2013,15834.4032,9045,15834.4032,9045,5307,5307,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2014,16656.1734,9471,16656.1734,9471,12122,12122,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2015,15591.6448,8794,15591.6448,8794,1612,1612,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2016,6662.6166,3753,6662.6166,3753,8342,8342,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2017,3933.436,2269,3933.436,2269,6667,6667,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2018,3361.484,1756,3361.484,1756,6253,6253,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2019,609.5293,362,609.5293,362,NA,NA,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2020,4959.7973,2722,4959.7973,2722,NA,NA,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2021,3288.425,1555,3288.425,1555,NA,NA,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2022,3667.112,1781,3667.112,1781,NA,NA,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case1,Sockeye_CU_A,Sockeye,2023,NA,NA,NA,NA,NA,NA,1950,TRUE,SK-Fraser_Esum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1950,15141.0384,6555,15141.0384,6555,187983,187983,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1951,99134.8632,57563,99134.8632,57563,665674,665674,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1952,434112.99,233628,434112.99,233628,1799904,1799904,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1953,173397.024,94471,173397.024,94471,528558,528558,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1954,33370.008,21247,33370.008,21247,636547,636547,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1955,114018.147,75834,114018.147,75834,1438974,1438974,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1956,617148.324,368607,617148.324,368607,2396538,2396538,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1957,137827.0656,83128,137827.0656,83128,120511,120511,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1958,119983.896,70433,119983.896,70433,291933,291933,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1959,462226.492,272891,462226.492,272891,2099156,2099156,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1960,422280.54,244864,422280.54,244864,964857,964857,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1961,24930.7976,15038,24930.7976,15038,64296,64296,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1962,66133.763,42125,66133.763,42125,974191,974191,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1963,105113.7243,57207,105113.7243,57207,1116906,1116906,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1964,233125.3248,131590,233125.3248,131590,1874731,1874731,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1965,31918.1055,20813,31918.1055,20813,140915,140915,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1966,196538.7744,107541,196538.7744,107541,772105,772105,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1967,153941.3865,90006,153941.3865,90006,1956680,1956680,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1968,312879.672,181912,312879.672,181912,2371300,2371300,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1969,42661.7334,25519,42661.7334,25519,385793,385793,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1970,95881.7816,50923,95881.7816,50923,631130,631130,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1971,143249.9809,97365,143249.9809,97365,740253,740253,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1972,553477.029,332353,553477.029,332353,1981889,1981889,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1973,54489.1225,30231,54489.1225,30231,207582,207582,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1974,106254.1974,71127,106254.1974,71127,645809,645809,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1975,172614.4438,133782,172614.4438,133782,1396383,1396383,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1976,355457.5152,228326,355457.5152,228326,1676112,1676112,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1977,34033.293,20385,34033.293,20385,193270,193270,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1978,142699.3302,85570,142699.3302,85570,1246777,1246777,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1979,205417.5456,147920,205417.5456,147920,1687672,1687672,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1980,432866.4436,293234,432866.4436,293234,4394455,4394455,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1981,32185.012,20164,32185.012,20164,185203,185203,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1982,232226.104,142515,232226.104,142515,1487694,1487694,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1983,308215.764,213715,308215.764,213715,1753748,1753748,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1984,435418.516,283152,435418.516,283152,503604,503604,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1985,70734.937,34979,70734.937,34979,550437,550437,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1986,264723.8545,165504,264723.8545,165504,4692771,4692771,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1987,221894.4861,268111,221894.4861,268111,4349335,4349335,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1988,247586.2744,206206,247586.2744,206206,3137460,3137460,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1989,52069.1158,42811,52069.1158,42811,3101966,3101966,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1990,807878.9824,497991,807878.9824,497991,2591261,2591261,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1991,1004396.9698,597537,1004396.9698,597537,1255045,1255045,1950,TRUE,SK-Fraser_Sum,Sk-Southern
Case2,Sockeye_CU_B,Sockeye,1992,510164.0177,319959,510164.0177,319959,1852267,1852267,1950,TRUE,SK-Fraser_Sum,Sk-Southern
